Human_HSP70A9_mitochondrial	S_hyst.0012214	53.553	577	253	8	53	620	36	606	0.0	587
Human_HSP70A9_mitochondrial	S_hyst.0012213	53.553	577	253	8	53	620	36	606	0.0	587
Human_HSP70A9_mitochondrial	S_hyst.0047075	49.351	616	286	10	56	653	7	614	0.0	572
Human_HSP70A5_ER	S_hyst.0012214	84.069	634	99	2	3	635	10	642	0.0	1064
Human_HSP70A5_ER	S_hyst.0012213	84.069	634	99	2	3	635	10	642	0.0	1064
Human_HSP70A5_ER	S_hyst.0047075	64.426	610	209	5	31	635	7	613	0.0	800
Human_HSP701A_cytoplasm	S_hyst.0047075	73.946	664	150	2	1	641	1	664	0.0	998
Human_HSP701A_cytoplasm	S_hyst.0012214	63.921	607	214	4	7	611	39	642	0.0	791
Human_HSP701A_cytoplasm	S_hyst.0012213	63.921	607	214	4	7	611	39	642	0.0	791
Human_	S_hyst.0047075	73.946	664	150	2	1	641	1	664	0.0	998
Human_	S_hyst.0012214	63.921	607	214	4	7	611	39	642	0.0	791
Human_	S_hyst.0012213	63.921	607	214	4	7	611	39	642	0.0	791
Drosophila_HSP70Aa_cytoplasm	S_hyst.0047075	71.686	611	169	3	2	609	5	614	0.0	898
Drosophila_HSP70Aa_cytoplasm	S_hyst.0012214	60.427	609	234	5	3	608	38	642	0.0	746
Drosophila_HSP70Aa_cytoplasm	S_hyst.0012213	60.427	609	234	5	3	608	38	642	0.0	746
Drosophila_HSP70Ba_cytoplasm	S_hyst.0047075	71.849	611	168	3	2	609	5	614	0.0	902
Drosophila_HSP70Ba_cytoplasm	S_hyst.0012214	60.099	609	236	5	3	608	38	642	0.0	744
Drosophila_HSP70Ba_cytoplasm	S_hyst.0012213	60.099	609	236	5	3	608	38	642	0.0	744
Drosophila_HSP70Ba_cytoplasm	S_hyst.0009922	67.188	512	165	3	100	609	2	512	0.0	710
Drosophila_HSP70C_ER	S_hyst.0012214	83.553	608	100	0	28	635	35	642	0.0	1038
Drosophila_HSP70C_ER	S_hyst.0012213	83.553	608	100	0	28	635	35	642	0.0	1038
Drosophila_HSP70C_ER	S_hyst.0047075	63.607	610	215	4	32	636	7	614	0.0	796
Drosophila_HSP70_mitochondrial	S_hyst.0012214	51.667	600	276	8	52	641	36	631	0.0	576
Drosophila_HSP70_mitochondrial	S_hyst.0012213	51.667	600	276	8	52	641	36	631	0.0	576
Drosophila_HSP70_mitochondrial	S_hyst.0047075	51.282	585	255	10	55	625	7	575	0.0	558
